Entry,Protein,Gene,Urine,Plasma,Serum
M3XDV4_FELCA,Ig-like domain-containing protein,,22.7,21.7,21.8
A0A291NHA1_FELCA,Ig lambda variable,,24.2,22.1,22.3
A0A291NGU8_FELCA,IgH variable region,,23.7,23.2,22.7
A0A291NH80_FELCA,Ig lambda variable,,25.2,23.6,23.6
E3UTY8_FELCA,S100A12,,23.1,19.5,19.4
A0A291NH69_FELCA,IgG lambda chain constant region,,21.8,18.8,17.9
M3VU84_FELCA,Peptidase S1 domain-containing protein,,20.7,22.8,22
A0A291NH98_FELCA,Ig lambda variable,,22.8,21.8,22
A0A291NH32_FELCA,Ig kappa chain,,21.4,19.6,19.8
A0A291NH99_FELCA,Ig lambda variable,,22.7,22,22.1
A0A5F5XVX5_FELCA,Ig-like domain-containing protein,,19.9,19.2,19.3
M3XG22_FELCA,Ig-like domain-containing protein,,23.4,21.8,21.8
A0A291NH94_FELCA,Ig lambda variable,,20.8,15.9,17.6
A0A291NH23_FELCA,Ig kappa chain,,22.6,20.8,20.9
A0A2I2UNI7_FELCA,UBC core domain-containing protein,,18.7,20.5,21.6
A0A291NGV6_FELCA,IgH variable region,,19.8,20.5,20.3
A0A291NGX3_FELCA,IgH variable region,,22.9,21.7,21.8
A0A5F5XYD4_FELCA,IF rod domain-containing protein,,17.1,12.6,13.3
A0A291NGU3_FELCA,IgH variable region,,27,26.5,26.1
A0A291NGW1_FELCA,IgH variable region,,19.6,21.3,21.3
A0A291NGZ5_FELCA,IgH variable region,,19.1,18.7,18.6
A0A291NHB2_FELCA,Ig lambda variable,,21.5,18.9,19.5
A0A291NGU1_FELCA,IgH variable region,,19.5,19.2,19.4
A0A5F5XTV7_FELCA,Immunoglobulin V-set domain-containing protein,,18.7,16.1,18.1
A0A291NH88_FELCA,Ig lambda variable,,26.4,23.8,23.9
A0A291NGX9_FELCA,IgH variable region,,24.6,23.7,23.2
A0A5F5Y0A1_FELCA,Ig-like domain-containing protein,,20.5,16.3,17.2
A0A291NH89_FELCA,Ig lambda variable,,25.5,22.8,23
A0A291NH13_FELCA,IgH variable region,,24.7,24.2,24.1
A0A291NGZ0_FELCA,IgH variable region,,17.2,16.7,17
A0A291NGW0_FELCA,IgH variable region,,16.8,18.2,18.1
A0A2I2UYJ1_FELCA,Lactate/malate dehydrogenase C-terminal domain-containing protein,,18.4,12.8,12.2
A0A291NH06_FELCA,Ig kappa chain,,21.6,19.6,19.6
A0A337S8X8_FELCA,AHNAK nucleoprotein,,21.5,17.2,17
A0A291NGZ3_FELCA,IgH variable region,,19.5,16.8,16.6
A0A291NH97_FELCA,Ig lambda variable,,22.8,23.3,23.2
A0A291NGW7_FELCA,IgH variable region,,24.2,23.4,23.5
A0A337SEH4_FELCA,"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (Keratin-8)",,19.9,15.6,15.6
A0A2I2UTJ7_FELCA,Ig-like domain-containing protein,,18.4,17.9,16.7
A0A291NH59_FELCA,IgG lambda chain constant region,,29.2,27,27.1
A0A5F5XIG1_FELCA,Peptidase S1 domain-containing protein,,24.8,20.8,20.7
A0A291NGX1_FELCA,IgH variable region,,24.7,25.5,25.3
A0A2I2UC78_FELCA,Uncharacterized protein,,17.8,16.5,16.3
A0A291NGS0_FELCA,IgA constant region,,18.9,18.8,19.6
A0A291NH78_FELCA,Ig lambda variable,,23.2,22.5,22.7
A0A291NHB1_FELCA,Ig lambda variable,,24.7,22.6,23
A0A337S574_FELCA,Histone H2A/H2B/H3 domain-containing protein,,19.1,16.2,17.1
A0A291NGX5_FELCA,IgH variable region,,23.6,23,23.3
A0A5F5XP86_FELCA,Ig-like domain-containing protein,,20.2,19.4,19.7
A0A291NGT7_FELCA,IgH variable region,,21.7,23.5,23.7
A0A337SPY8_FELCA,NTR domain-containing protein,,22.6,15.4,15.1
A0A337SNS0_FELCA,Olfactory receptor,,19.2,17.3,17.9
A0A337SNT6_FELCA,CUB domain-containing protein,,18.7,16.3,16.3
A0A291NGZ7_FELCA,IgH variable region,,20,19.5,19.6
A0A2I2U998_FELCA,EF-hand domain-containing protein,,19.5,17.7,17.6
A0A291NHB5_FELCA,Ig lambda variable,,18.5,18,17
A0A291NGY4_FELCA,IgH variable region,,23.4,22.7,22.4
A0A291NH86_FELCA,Ig lambda variable,,19.8,18.8,18.9
A0A291NHA6_FELCA,Ig lambda variable,,18.5,19,19.2
A0A291NGT5_FELCA,IgH variable region,,25.2,23.5,23.7
A0A2I2U5I7_FELCA,Ig-like domain-containing protein,,21,17.3,16.9
A0A291NH27_FELCA,Ig kappa chain,,19.1,18.3,18.5
B5LX42_FELCA,Tubulin beta chain,,18.6,18.7,18.6
A0A5F5Y6H2_FELCA,AHNAK nucleoprotein,,19.2,17.8,18.7
A0A291NH92_FELCA,Ig lambda variable,,21.7,22.1,22.3
A0A5F5XI16_FELCA,L1 transposable element RRM domain-containing protein,,21.7,15.1,16.6
A0A2I2URM2_FELCA,Glutathione S-transferase (EC 2.5.1.18),,19.6,14.5,15.2
A0A5F5XFA5_FELCA,Ig-like domain-containing protein,,19.4,19,18.6
A0A291NGS9_FELCA,IgA constant region,,23.3,18.1,18.2
A0A2I2UJ66_FELCA,Kazal-like domain-containing protein,,16.7,15.2,15.6
A0A337SA71_FELCA,Selenoprotein P N-terminal domain-containing protein,,26.2,25.6,25.7
A0A2I2U8P7_FELCA,Histone H2B,,22.4,18.5,19.3
A0A291NHD4_FELCA,Ig lambda variable,,19.8,19.3,18.7
A0A5F5XIK4_FELCA,Ig-like domain-containing protein,,18.3,20.8,21.1
A0A291NH79_FELCA,Ig lambda variable,,22.2,20.6,20.7
A0A291NGT4_FELCA,IgH variable region,,19.9,18.7,18.6
